date,nation,daily_cases
2021-04-10,Wales,51.0
2021-04-11,Wales,55.0
2021-04-12,Wales,107.0
2021-04-13,Wales,64.0
2021-04-14,Wales,80.0
2021-04-15,Wales,70.0
2021-04-16,Wales,60.0
2021-04-17,Wales,38.0
2021-04-18,Wales,54.0
2021-04-19,Wales,74.0
2021-04-20,Wales,57.0
2021-04-21,Wales,63.0
2021-04-22,Wales,55.0
2021-04-23,Wales,48.0
2021-04-24,Wales,38.0
2021-04-25,Wales,32.0
2021-04-26,Wales,57.0
2021-04-27,Wales,60.0
2021-04-28,Wales,48.0
2021-04-29,Wales,55.0
2021-04-30,Wales,34.0
2021-05-01,Wales,32.0
2021-05-02,Wales,27.0
2021-05-03,Wales,27.0
2021-05-04,Wales,56.0
2021-05-05,Wales,45.0
2021-05-06,Wales,65.0
2021-05-07,Wales,39.0
2021-05-08,Wales,31.0
2021-05-09,Wales,30.0
2021-05-10,Wales,42.0
2021-05-11,Wales,66.0
2021-05-12,Wales,62.0
2021-05-13,Wales,39.0
2021-05-14,Wales,44.0
2021-05-15,Wales,28.0
2021-05-16,Wales,31.0
2021-05-17,Wales,51.0
2021-05-18,Wales,45.0
2021-05-19,Wales,35.0
2021-05-20,Wales,47.0
2021-05-21,Wales,52.0
2021-05-22,Wales,35.0
2021-05-23,Wales,21.0
2021-05-24,Wales,41.0
2021-05-25,Wales,50.0
2021-05-26,Wales,30.0
2021-05-27,Wales,37.0
2021-05-28,Wales,40.0
2021-05-29,Wales,41.0
2021-05-30,Wales,39.0
2021-05-31,Wales,60.0
2021-06-01,Wales,59.0
2021-06-02,Wales,81.0
2021-06-03,Wales,88.0
2021-06-04,Wales,65.0
2021-06-05,Wales,77.0
2021-06-06,Wales,68.0
2021-06-07,Wales,105.0
2021-06-08,Wales,117.0
2021-06-09,Wales,129.0
2021-06-10,Wales,141.0
2021-06-11,Wales,130.0
2021-06-12,Wales,85.0
2021-06-13,Wales,112.0
2021-06-14,Wales,159.0
2021-06-15,Wales,194.0
2021-06-16,Wales,189.0
2021-06-17,Wales,222.0
2021-06-18,Wales,174.0
2021-06-19,Wales,195.0
2021-06-20,Wales,187.0
2021-06-21,Wales,342.0
2021-06-22,Wales,344.0
2021-06-23,Wales,413.0
2021-06-24,Wales,413.0
2021-06-25,Wales,377.0
2021-06-26,Wales,252.0
2021-06-27,Wales,364.0
2021-06-28,Wales,628.0
2021-06-29,Wales,637.0
2021-06-30,Wales,597.0
2021-07-01,Wales,645.0
2021-07-02,Wales,575.0
2021-07-03,Wales,497.0
2021-07-04,Wales,555.0
2021-07-05,Wales,777.0
2021-07-06,Wales,771.0
2021-07-07,Wales,778.0
2021-07-08,Wales,713.0
2021-07-09,Wales,778.0
2021-07-10,Wales,656.0
2021-07-11,Wales,713.0
2021-07-12,Wales,916.0
2021-07-13,Wales,1099.0
2021-07-14,Wales,1206.0
2021-07-15,Wales,1119.0
2021-07-16,Wales,956.0
2021-07-17,Wales,640.0
2021-07-18,Wales,619.0
2021-07-19,Wales,910.0
2021-07-20,Wales,821.0
2021-07-21,Wales,802.0
2021-07-22,Wales,823.0
2021-07-23,Wales,684.0
2021-07-24,Wales,582.0
2021-07-25,Wales,530.0
2021-07-26,Wales,755.0
2021-07-27,Wales,768.0
2021-07-28,Wales,688.0
2021-07-29,Wales,689.0
2021-07-30,Wales,587.0
2021-07-31,Wales,478.0
2021-08-01,Wales,525.0
2021-08-02,Wales,760.0
2021-08-03,Wales,736.0
2021-08-04,Wales,796.0
2021-08-05,Wales,788.0
2021-08-06,Wales,707.0
2021-08-07,Wales,580.0
2021-08-08,Wales,585.0
2021-08-09,Wales,957.0
2021-08-10,Wales,946.0
2021-08-11,Wales,1184.0
2021-08-12,Wales,1259.0
2021-08-13,Wales,1122.0
2021-08-14,Wales,1003.0
2021-08-15,Wales,1098.0
2021-08-16,Wales,1585.0
2021-08-17,Wales,1736.0
2021-08-18,Wales,1782.0
2021-08-19,Wales,1858.0
2021-08-20,Wales,1619.0
2021-08-21,Wales,1390.0
2021-08-22,Wales,1379.0
2021-08-23,Wales,2049.0
2021-08-24,Wales,2156.0
2021-08-25,Wales,2271.0
2021-08-26,Wales,2187.0
2021-08-27,Wales,1959.0
2021-08-28,Wales,1516.0
2021-08-29,Wales,1438.0
2021-08-30,Wales,1788.0
2021-08-31,Wales,3022.0
2021-09-01,Wales,2870.0
2021-09-02,Wales,2681.0
2021-09-03,Wales,2347.0
2021-09-04,Wales,2160.0
2021-09-05,Wales,2108.0
2021-09-06,Wales,2902.0
2021-09-07,Wales,2293.0
2021-09-08,Wales,2382.0
2021-09-09,Wales,2319.0
2021-09-10,Wales,1998.0
2021-09-11,Wales,1944.0
2021-09-12,Wales,1887.0
2021-09-13,Wales,2986.0
2021-09-14,Wales,2726.0
2021-09-15,Wales,2729.0
2021-09-16,Wales,2751.0
2021-09-17,Wales,2739.0
2021-09-18,Wales,2238.0
2021-09-19,Wales,2556.0
2021-09-20,Wales,3374.0
2021-09-21,Wales,3286.0
2021-09-22,Wales,3349.0
2021-09-23,Wales,3310.0
2021-09-24,Wales,2701.0
2021-09-25,Wales,2215.0
2021-09-26,Wales,2205.0
2021-09-27,Wales,2531.0
2021-09-28,Wales,2598.0
2021-09-29,Wales,2377.0
2021-09-30,Wales,2397.0
2021-10-01,Wales,1961.0
2021-10-02,Wales,1671.0
2021-10-03,Wales,1883.0
2021-10-04,Wales,2962.0
2021-10-05,Wales,2870.0
2021-10-06,Wales,2782.0
2021-10-07,Wales,2418.0
2021-10-08,Wales,2223.0
2021-10-09,Wales,1972.0
2021-10-10,Wales,1873.0
2021-10-11,Wales,2907.0
2021-10-12,Wales,3382.0
2021-10-13,Wales,3273.0
2021-10-14,Wales,3210.0
2021-10-15,Wales,3249.0
2021-10-16,Wales,3077.0
2021-10-17,Wales,2870.0
2021-10-18,Wales,4054.0
2021-10-19,Wales,3656.0
2021-10-20,Wales,3439.0
2021-10-21,Wales,2921.0
2021-10-22,Wales,2643.0
2021-10-23,Wales,2193.0
2021-10-24,Wales,2286.0
2021-10-25,Wales,2961.0
2021-10-26,Wales,2639.0
2021-10-27,Wales,2594.0
2021-10-28,Wales,2614.0
2021-10-29,Wales,2617.0
2021-10-30,Wales,2319.0
2021-10-31,Wales,2203.0
2021-11-01,Wales,2874.0
2021-11-02,Wales,2463.0
2021-11-03,Wales,2401.0
2021-11-04,Wales,2276.0
2021-11-05,Wales,2029.0
2021-11-06,Wales,1629.0
2021-11-07,Wales,1799.0
2021-11-08,Wales,2624.0
2021-11-09,Wales,2490.0
2021-11-10,Wales,2764.0
2021-11-11,Wales,2575.0
2021-11-12,Wales,2246.0
2021-11-13,Wales,1848.0
2021-11-14,Wales,2023.0
2021-11-15,Wales,2914.0
2021-11-16,Wales,2708.0
2021-11-17,Wales,2551.0
2021-11-18,Wales,2268.0
2021-11-19,Wales,1976.0
2021-11-20,Wales,1816.0
2021-11-21,Wales,1832.0
2021-11-22,Wales,2810.0
2021-11-23,Wales,2490.0
2021-11-24,Wales,2323.0
2021-11-25,Wales,2152.0
2021-11-26,Wales,1985.0
2021-11-27,Wales,1591.0
2021-11-28,Wales,2009.0
2021-11-29,Wales,2854.0
2021-11-30,Wales,2761.0
2021-12-01,Wales,2438.0
2021-12-02,Wales,2417.0
2021-12-03,Wales,2198.0
2021-12-04,Wales,1855.0
2021-12-05,Wales,1957.0
2021-12-06,Wales,2816.0
2021-12-07,Wales,2500.0
2021-12-08,Wales,2663.0
2021-12-09,Wales,2424.0
2021-12-10,Wales,2207.0
2021-12-11,Wales,1896.0
2021-12-12,Wales,1943.0
2021-12-13,Wales,2937.0
2021-12-14,Wales,3302.0
2021-12-15,Wales,3606.0
2021-12-16,Wales,3596.0
2021-12-17,Wales,3216.0
2021-12-18,Wales,2772.0
2021-12-19,Wales,2928.0
2021-12-20,Wales,5027.0
2021-12-21,Wales,6326.0
2021-12-22,Wales,7134.0
2021-12-23,Wales,6878.0
2021-12-24,Wales,5718.0
2021-12-25,Wales,2940.0
2021-12-26,Wales,6364.0
2021-12-27,Wales,13373.0
2021-12-28,Wales,13615.0
2021-12-29,Wales,16252.0
2021-12-30,Wales,12832.0
2021-12-31,Wales,9912.0
2022-01-01,Wales,6224.0
2022-01-02,Wales,9855.0
2022-01-03,Wales,9457.0
2022-01-04,Wales,12452.0
2022-01-05,Wales,8991.0
2022-01-06,Wales,4714.0
2022-01-07,Wales,3367.0
2022-01-08,Wales,2465.0
2022-01-09,Wales,2180.0
2022-01-10,Wales,3596.0
2022-01-11,Wales,2733.0
2022-01-12,Wales,2406.0
2022-01-13,Wales,2100.0
2022-01-14,Wales,1945.0
2022-01-15,Wales,1483.0
2022-01-16,Wales,1783.0
2022-01-17,Wales,2958.0
2022-01-18,Wales,2603.0
2022-01-19,Wales,2484.0
2022-01-20,Wales,2437.0
2022-01-21,Wales,2351.0
2022-01-22,Wales,1867.0
2022-01-23,Wales,2047.0
2022-01-24,Wales,3300.0
2022-01-25,Wales,2944.0
2022-01-26,Wales,2926.0
2022-01-27,Wales,2461.0
2022-01-28,Wales,2140.0
2022-01-29,Wales,1582.0
2022-01-30,Wales,1544.0
2022-01-31,Wales,2648.0
2022-02-01,Wales,2457.0
2022-02-02,Wales,2276.0
2022-02-03,Wales,1770.0
2022-02-04,Wales,1661.0
2022-02-05,Wales,1095.0
2022-02-06,Wales,1147.0
2022-02-07,Wales,1953.0
2022-02-08,Wales,1815.0
2022-02-09,Wales,1649.0
2022-02-10,Wales,1380.0
2022-02-11,Wales,1071.0
2022-02-12,Wales,792.0
2022-02-13,Wales,855.0
2022-02-14,Wales,1450.0
2022-02-15,Wales,1272.0
2022-02-16,Wales,1251.0
2022-02-17,Wales,968.0
2022-02-18,Wales,278.0
2022-02-19,Wales,842.0
2022-02-20,Wales,559.0
2022-02-21,Wales,1087.0
2022-02-22,Wales,823.0
2022-02-23,Wales,858.0
2022-02-24,Wales,708.0
2022-02-25,Wales,617.0
2022-02-26,Wales,499.0
2022-02-27,Wales,589.0
2022-02-28,Wales,999.0
2022-03-01,Wales,983.0
2022-03-02,Wales,1055.0
2022-03-03,Wales,1052.0
2022-03-04,Wales,832.0
2022-03-05,Wales,787.0
2022-03-06,Wales,855.0
2022-03-07,Wales,1494.0
2022-03-08,Wales,1492.0
2022-03-09,Wales,1569.0
2022-03-10,Wales,1501.0
2022-03-11,Wales,1388.0
2022-03-12,Wales,1147.0
2022-03-13,Wales,1284.0
2022-03-14,Wales,2471.0
2022-03-15,Wales,2396.0
2022-03-16,Wales,2306.0
2022-03-17,Wales,2075.0
2022-03-18,Wales,1810.0
2022-03-19,Wales,1399.0
2022-03-20,Wales,1465.0
2022-03-21,Wales,2898.0
2022-03-22,Wales,2502.0
2022-03-23,Wales,2489.0
2022-03-24,Wales,2063.0
2022-03-25,Wales,1923.0
2022-03-26,Wales,1288.0
2022-03-27,Wales,1173.0
2022-03-28,Wales,1957.0
2022-03-29,Wales,1473.0
2022-03-30,Wales,1380.0
2022-03-31,Wales,1025.0
2022-04-01,Wales,524.0
2022-04-02,Wales,318.0
2022-04-03,Wales,256.0
2022-04-04,Wales,473.0
2022-04-05,Wales,463.0
2022-04-06,Wales,367.0
2022-04-07,Wales,341.0
2022-04-08,Wales,314.0
2022-04-09,Wales,196.0
2022-04-10,Wales,207.0
2022-04-11,Wales,319.0
2022-04-12,Wales,277.0
2022-04-13,Wales,254.0
2022-04-14,Wales,233.0
2022-04-15,Wales,150.0
2022-04-16,Wales,140.0
2022-04-17,Wales,167.0
2022-04-18,Wales,184.0
2022-04-19,Wales,214.0
2022-04-20,Wales,163.0
2022-04-21,Wales,136.0
2022-04-22,Wales,154.0
2022-04-23,Wales,112.0
2022-04-24,Wales,109.0
2022-04-25,Wales,148.0
2022-04-26,Wales,150.0
2022-04-27,Wales,115.0
2022-04-28,Wales,138.0
2022-04-29,Wales,92.0
2022-04-30,Wales,73.0
2022-05-01,Wales,76.0
2022-05-02,Wales,80.0
2022-05-03,Wales,154.0
2022-05-04,Wales,123.0
2022-05-05,Wales,113.0
2022-05-06,Wales,128.0
2022-05-07,Wales,69.0
2022-05-08,Wales,59.0
2022-05-09,Wales,99.0
2022-05-10,Wales,90.0
2022-05-11,Wales,78.0
2022-05-12,Wales,62.0
2022-05-13,Wales,67.0
2022-05-14,Wales,46.0
2022-05-15,Wales,40.0
2022-05-16,Wales,67.0
2022-05-17,Wales,73.0
2022-05-18,Wales,68.0
2022-05-19,Wales,51.0
2022-05-20,Wales,27.0
2022-05-21,Wales,29.0
2022-05-22,Wales,30.0
2022-05-23,Wales,52.0
2022-05-24,Wales,54.0
2022-05-25,Wales,55.0
2022-05-26,Wales,35.0
2022-05-27,Wales,45.0
2022-05-28,Wales,27.0
2022-05-29,Wales,34.0
2022-05-30,Wales,33.0
2022-05-31,Wales,30.0
2022-06-01,Wales,54.0
2022-06-02,Wales,27.0
2022-06-03,Wales,51.0
2022-06-04,Wales,35.0
2022-06-05,Wales,37.0
2022-06-06,Wales,74.0
2022-06-07,Wales,70.0
2022-06-08,Wales,66.0
2022-06-09,Wales,49.0
2022-06-10,Wales,61.0
2022-06-11,Wales,56.0
2022-06-12,Wales,56.0
2022-06-13,Wales,105.0
2022-06-14,Wales,92.0
2022-06-15,Wales,93.0
2022-06-16,Wales,93.0
2022-06-17,Wales,117.0
2022-06-18,Wales,84.0
2022-06-19,Wales,79.0
2022-06-20,Wales,173.0
2022-06-21,Wales,177.0
2022-06-22,Wales,164.0
2022-06-23,Wales,167.0
2022-06-24,Wales,178.0
2022-06-25,Wales,108.0
2022-06-26,Wales,135.0
2022-06-27,Wales,227.0
2022-06-28,Wales,207.0
2022-06-29,Wales,217.0
2022-06-30,Wales,210.0
2022-07-01,Wales,181.0
2022-07-02,Wales,130.0
2022-07-03,Wales,117.0
2022-07-04,Wales,295.0
2022-07-05,Wales,302.0
2022-07-06,Wales,217.0
2022-07-07,Wales,206.0
2022-07-08,Wales,229.0
2022-07-09,Wales,168.0
2022-07-10,Wales,142.0
2022-07-11,Wales,279.0
2022-07-12,Wales,196.0
2022-07-13,Wales,180.0
2022-07-14,Wales,119.0
2022-07-15,Wales,145.0
2022-07-16,Wales,78.0
2022-07-17,Wales,93.0
2022-07-18,Wales,148.0
2022-07-19,Wales,132.0
2022-07-20,Wales,137.0
2022-07-21,Wales,109.0
2022-07-22,Wales,107.0
2022-07-23,Wales,69.0
2022-07-24,Wales,72.0
2022-07-25,Wales,127.0
2022-07-26,Wales,90.0
2022-07-27,Wales,73.0
2022-07-28,Wales,79.0
2022-07-29,Wales,82.0
2022-07-30,Wales,68.0
2022-07-31,Wales,46.0
2022-08-01,Wales,106.0
2022-08-02,Wales,93.0
2022-08-03,Wales,61.0
2022-08-04,Wales,72.0
2022-08-05,Wales,63.0
2022-08-06,Wales,60.0
2022-08-07,Wales,48.0
2022-08-08,Wales,87.0
2022-08-09,Wales,70.0
2022-08-10,Wales,75.0
2022-08-11,Wales,81.0
2022-08-12,Wales,73.0
2022-08-13,Wales,55.0
2022-08-14,Wales,43.0
2022-08-15,Wales,97.0
2022-08-16,Wales,93.0
2022-08-17,Wales,42.0
2022-08-18,Wales,43.0
2022-08-19,Wales,56.0
2022-08-20,Wales,29.0
2022-08-21,Wales,45.0
2022-08-22,Wales,58.0
2022-08-23,Wales,52.0
2022-08-24,Wales,50.0
2022-08-25,Wales,42.0
2022-08-26,Wales,31.0
2022-08-27,Wales,34.0
2022-08-28,Wales,30.0
2022-08-29,Wales,31.0
2022-08-30,Wales,60.0
2022-08-31,Wales,64.0
2022-09-01,Wales,53.0
2022-09-02,Wales,45.0
2022-09-03,Wales,48.0
2022-09-04,Wales,54.0
2022-09-05,Wales,47.0
2022-09-06,Wales,40.0
2022-09-07,Wales,26.0
2022-09-08,Wales,43.0
2022-09-09,Wales,49.0
2022-09-10,Wales,31.0
2022-09-11,Wales,28.0
2022-09-12,Wales,61.0
2022-09-13,Wales,62.0
2022-09-14,Wales,42.0
2022-09-15,Wales,42.0
2022-09-16,Wales,39.0
2022-09-17,Wales,28.0
2022-09-18,Wales,38.0
2022-09-19,Wales,54.0
2022-09-20,Wales,92.0
2022-09-21,Wales,82.0
2022-09-22,Wales,76.0
2022-09-23,Wales,78.0
2022-09-24,Wales,71.0
2022-09-25,Wales,67.0
2022-09-26,Wales,91.0
2022-09-27,Wales,114.0
2022-09-28,Wales,117.0
2022-09-29,Wales,95.0
2022-09-30,Wales,111.0
2022-10-01,Wales,76.0
2022-10-02,Wales,96.0
2022-10-03,Wales,146.0
2022-10-04,Wales,115.0
2022-10-05,Wales,109.0
2022-10-06,Wales,92.0
2022-10-07,Wales,124.0
2022-10-08,Wales,74.0
2022-10-09,Wales,89.0
2022-10-10,Wales,139.0
2022-10-11,Wales,139.0
2022-10-12,Wales,112.0
2022-10-13,Wales,114.0
2022-10-14,Wales,133.0
2022-10-15,Wales,98.0
2022-10-16,Wales,74.0
2022-10-17,Wales,125.0
2022-10-18,Wales,94.0
2022-10-19,Wales,110.0
2022-10-20,Wales,96.0
2022-10-21,Wales,85.0
2022-10-22,Wales,60.0
2022-10-23,Wales,54.0
2022-10-24,Wales,100.0
2022-10-25,Wales,76.0
2022-10-26,Wales,83.0
2022-10-27,Wales,80.0
2022-10-28,Wales,79.0
2022-10-29,Wales,49.0
2022-10-30,Wales,65.0
2022-10-31,Wales,62.0
2022-11-01,Wales,52.0
2022-11-02,Wales,59.0
2022-11-03,Wales,52.0
2022-11-04,Wales,38.0
2022-11-05,Wales,29.0
2022-11-06,Wales,46.0
2022-11-07,Wales,48.0
2022-11-08,Wales,53.0
2022-11-09,Wales,40.0
2022-11-10,Wales,41.0
2022-11-11,Wales,40.0
2022-11-12,Wales,30.0
2022-11-13,Wales,27.0
2022-11-14,Wales,57.0
2022-11-15,Wales,46.0
2022-11-16,Wales,36.0
2022-11-17,Wales,52.0
2022-11-18,Wales,40.0
2022-11-19,Wales,27.0
2022-11-20,Wales,34.0
2022-11-21,Wales,52.0
2022-11-22,Wales,56.0
2022-11-23,Wales,47.0
2022-11-24,Wales,45.0
2022-11-25,Wales,34.0
2022-11-26,Wales,48.0
2022-11-27,Wales,28.0
2022-11-28,Wales,71.0
2022-11-29,Wales,89.0
2022-11-30,Wales,89.0
2022-12-01,Wales,62.0
2022-12-02,Wales,52.0
2022-12-03,Wales,53.0
2022-12-04,Wales,58.0
2022-12-05,Wales,124.0
2022-12-06,Wales,103.0
2022-12-07,Wales,135.0
2022-12-08,Wales,102.0
2022-12-09,Wales,102.0
2022-12-10,Wales,55.0
2022-12-11,Wales,92.0
2022-12-12,Wales,195.0
2022-12-13,Wales,166.0
2022-12-14,Wales,163.0
2022-12-15,Wales,141.0
2022-12-16,Wales,185.0
2022-12-17,Wales,118.0
2022-12-18,Wales,130.0
2022-12-19,Wales,234.0
2022-12-20,Wales,207.0
2022-12-21,Wales,190.0
2022-12-22,Wales,179.0
2022-12-23,Wales,112.0
2022-12-24,Wales,69.0
2022-12-25,Wales,32.0
2022-12-26,Wales,101.0
2022-12-27,Wales,153.0
2022-12-28,Wales,176.0
2022-12-29,Wales,196.0
2022-12-30,Wales,149.0
2022-12-31,Wales,89.0
2023-01-01,Wales,60.0
2023-01-02,Wales,89.0
2023-01-03,Wales,112.0
2023-01-04,Wales,102.0
2023-01-05,Wales,93.0
2023-01-06,Wales,76.0
2023-01-07,Wales,41.0
2023-01-08,Wales,48.0
2023-01-09,Wales,59.0
2023-01-10,Wales,71.0
2023-01-11,Wales,38.0
2023-01-12,Wales,57.0
2023-01-13,Wales,37.0
2023-01-14,Wales,31.0
2023-01-15,Wales,22.0
2023-01-16,Wales,47.0
2023-01-17,Wales,40.0
2023-01-18,Wales,47.0
2023-01-19,Wales,60.0
2023-01-20,Wales,38.0
2023-01-21,Wales,15.0
2023-01-22,Wales,24.0
2023-01-23,Wales,46.0
2023-01-24,Wales,38.0
2023-01-25,Wales,52.0
2023-01-26,Wales,47.0
2023-01-27,Wales,37.0
2023-01-28,Wales,19.0
2023-01-29,Wales,25.0
2023-01-30,Wales,66.0
2023-01-31,Wales,61.0
2023-02-01,Wales,60.0
2023-02-02,Wales,56.0
2023-02-03,Wales,46.0
2023-02-04,Wales,25.0
2023-02-05,Wales,38.0
2023-02-06,Wales,74.0
2023-02-07,Wales,58.0
2023-02-08,Wales,67.0
2023-02-09,Wales,57.0
2023-02-10,Wales,50.0
2023-02-11,Wales,37.0
2023-02-12,Wales,41.0
2023-02-13,Wales,49.0
2023-02-14,Wales,77.0
2023-02-15,Wales,92.0
2023-02-16,Wales,67.0
2023-02-17,Wales,76.0
2023-02-18,Wales,49.0
2023-02-19,Wales,49.0
2023-02-20,Wales,70.0
2023-02-21,Wales,67.0
2023-02-22,Wales,64.0
2023-02-23,Wales,72.0
2023-02-24,Wales,63.0
2023-02-25,Wales,40.0
2023-02-26,Wales,39.0
2023-02-27,Wales,97.0
2023-02-28,Wales,65.0
2023-03-01,Wales,89.0
2023-03-02,Wales,88.0
2023-03-03,Wales,59.0
2023-03-04,Wales,56.0
2023-03-05,Wales,65.0
2023-03-06,Wales,106.0
2023-03-07,Wales,127.0
2023-03-08,Wales,97.0
2023-03-09,Wales,88.0
2023-03-10,Wales,101.0
2023-03-11,Wales,72.0
2023-03-12,Wales,86.0
2023-03-13,Wales,133.0
2023-03-14,Wales,125.0
2023-03-15,Wales,101.0
2023-03-16,Wales,107.0
2023-03-17,Wales,89.0
2023-03-18,Wales,56.0
2023-03-19,Wales,50.0
2023-03-20,Wales,88.0
2023-03-21,Wales,96.0
2023-03-22,Wales,80.0
2023-03-23,Wales,72.0
2023-03-24,Wales,60.0
2023-03-25,Wales,49.0
2023-03-26,Wales,41.0
2023-03-27,Wales,83.0
2023-03-28,Wales,75.0
2023-03-29,Wales,81.0
2023-03-30,Wales,74.0
2023-03-31,Wales,78.0
2023-04-01,Wales,33.0
2023-04-02,Wales,44.0
2023-04-03,Wales,62.0
2023-04-04,Wales,54.0
2023-04-05,Wales,73.0
2023-04-06,Wales,53.0
2023-04-07,Wales,27.0
2023-04-08,Wales,27.0
2023-04-09,Wales,34.0
2023-04-10,Wales,48.0
2023-04-11,Wales,66.0
2023-04-12,Wales,53.0
2023-04-13,Wales,45.0
2023-04-14,Wales,33.0
2023-04-15,Wales,29.0
2023-04-16,Wales,31.0
2023-04-17,Wales,40.0
2023-04-18,Wales,45.0
2023-04-19,Wales,30.0
2023-04-20,Wales,37.0
2023-04-21,Wales,34.0
2023-04-22,Wales,29.0
2023-04-23,Wales,34.0
2023-04-24,Wales,47.0
2023-04-25,Wales,36.0
2023-04-26,Wales,45.0
2023-04-27,Wales,32.0
2023-04-28,Wales,29.0
2023-04-29,Wales,30.0
2023-04-30,Wales,24.0
2023-05-01,Wales,21.0
2023-05-02,Wales,40.0
2023-05-03,Wales,22.0
2023-05-04,Wales,38.0
2023-05-05,Wales,18.0
2023-05-06,Wales,12.0
2023-05-07,Wales,21.0
2023-05-08,Wales,16.0
2023-05-09,Wales,32.0
2023-05-10,Wales,28.0
2023-05-11,Wales,20.0
2023-05-12,Wales,10.0
2023-05-13,Wales,20.0
2023-05-14,Wales,5.0
2023-05-15,Wales,15.0
2023-05-16,Wales,15.0
2023-05-17,Wales,21.0
2023-05-18,Wales,13.0
2023-05-19,Wales,14.0
2023-05-20,Wales,11.0
2023-05-21,Wales,17.0
2023-05-22,Wales,23.0
2023-05-23,Wales,17.0
2023-05-24,Wales,16.0
2023-05-25,Wales,16.0
2023-05-26,Wales,15.0
2023-05-27,Wales,9.0
2023-05-28,Wales,18.0
2023-05-29,Wales,13.0
2023-05-30,Wales,21.0
2023-05-31,Wales,20.0
2023-06-01,Wales,17.0
2023-06-02,Wales,15.0
2023-06-03,Wales,6.0
2023-06-04,Wales,4.0
2023-06-05,Wales,20.0
2023-06-06,Wales,20.0
2023-06-07,Wales,18.0
2023-06-08,Wales,24.0
2023-06-09,Wales,15.0
2023-06-10,Wales,7.0
2023-06-11,Wales,10.0
2023-06-12,Wales,19.0
2023-06-13,Wales,6.0
2023-06-14,Wales,13.0
2023-06-15,Wales,15.0
2023-06-16,Wales,12.0
2023-06-17,Wales,2.0
2023-06-18,Wales,9.0
2023-06-19,Wales,4.0
2023-06-20,Wales,9.0
2023-06-21,Wales,6.0
2023-06-22,Wales,25.0
2023-06-23,Wales,8.0
2023-06-24,Wales,2.0
2023-06-25,Wales,6.0
2023-06-26,Wales,13.0
2023-06-27,Wales,9.0
2023-06-28,Wales,9.0
2023-06-29,Wales,7.0
2023-06-30,Wales,8.0
2023-07-01,Wales,6.0
2023-07-02,Wales,11.0
2023-07-03,Wales,14.0
2023-07-04,Wales,6.0
2023-07-05,Wales,11.0
2023-07-06,Wales,12.0
2023-07-07,Wales,12.0
2023-07-08,Wales,11.0
2023-07-09,Wales,8.0
2023-07-10,Wales,10.0
2023-07-11,Wales,13.0
2023-07-12,Wales,12.0
2023-07-13,Wales,10.0
2023-07-14,Wales,6.0
2023-07-15,Wales,11.0
2023-07-16,Wales,9.0
2023-07-17,Wales,22.0
2023-07-18,Wales,19.0
2023-07-19,Wales,17.0
2023-07-20,Wales,24.0
2023-07-21,Wales,16.0
2023-07-22,Wales,15.0
2023-07-23,Wales,10.0
2023-07-24,Wales,19.0
2023-07-25,Wales,27.0
2023-07-26,Wales,29.0
2023-07-27,Wales,28.0
2023-07-28,Wales,33.0
2023-07-29,Wales,21.0
2023-07-30,Wales,28.0
2023-07-31,Wales,37.0
2023-08-01,Wales,27.0
2023-08-02,Wales,24.0
2023-08-03,Wales,36.0
2023-08-04,Wales,32.0
2023-08-05,Wales,21.0
2023-08-06,Wales,34.0
2023-08-07,Wales,46.0
2023-08-08,Wales,61.0
2023-08-09,Wales,56.0
2023-08-10,Wales,51.0
2023-08-11,Wales,51.0
2023-08-12,Wales,27.0
2023-08-13,Wales,23.0
2023-08-14,Wales,63.0
2023-08-15,Wales,44.0
2023-08-16,Wales,43.0
2023-08-17,Wales,35.0
2023-08-18,Wales,34.0
2023-08-19,Wales,32.0
2023-08-20,Wales,30.0
2023-08-21,Wales,52.0
2023-08-22,Wales,46.0
2023-08-23,Wales,51.0
2023-08-24,Wales,27.0
2023-08-25,Wales,34.0
2023-08-26,Wales,28.0
2023-08-27,Wales,35.0
2023-08-28,Wales,28.0
2023-08-29,Wales,63.0
2023-08-30,Wales,52.0
2023-08-31,Wales,44.0
2023-09-01,Wales,39.0
2023-09-02,Wales,37.0
2023-09-03,Wales,29.0
2023-09-04,Wales,55.0
2023-09-05,Wales,65.0
2023-09-06,Wales,54.0
2023-09-07,Wales,32.0
2023-09-08,Wales,57.0
2023-09-09,Wales,38.0
2023-09-10,Wales,34.0
2023-09-11,Wales,38.0
2023-09-12,Wales,50.0
2023-09-13,Wales,32.0
2023-09-14,Wales,52.0
2023-09-15,Wales,48.0
2023-09-16,Wales,27.0
2023-09-17,Wales,22.0
2023-09-18,Wales,52.0
2023-09-19,Wales,50.0
2023-09-20,Wales,56.0
2023-09-21,Wales,37.0
2023-09-22,Wales,49.0
2023-09-23,Wales,30.0
2023-09-24,Wales,27.0
2023-09-25,Wales,47.0
2023-09-26,Wales,65.0
2023-09-27,Wales,62.0
2023-09-28,Wales,60.0
2023-09-29,Wales,40.0
2023-09-30,Wales,33.0
2023-10-01,Wales,43.0
2023-10-02,Wales,73.0
2023-10-03,Wales,76.0
2023-10-04,Wales,58.0
2023-10-05,Wales,50.0
2023-10-06,Wales,62.0
2023-10-07,Wales,31.0
2023-10-08,Wales,45.0
2023-10-09,Wales,78.0
2023-10-10,Wales,61.0
2023-10-11,Wales,59.0
2023-10-12,Wales,43.0
2023-10-13,Wales,60.0
2023-10-14,Wales,26.0
